HITId,AssignmentId,startphrase,ending1,ending2,labels,valid
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3OUYGIZWR883SM6SM27S97D5L91P0T,The girl's dress pattern was as uniform as a checkerboard,The girl's dress pattern was highly varied.,The girl's dress pattern was highly uniform.,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3G0WWMR1UWURDUZENLOFKOZSYYCQNA,The child was as religious as a priest,The child was very religious,The child was not religious,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3G0WWMR1UWURDUZENLOFKOZSYYCQNA,The child was as religious as a sinner,The child was very religious,The child was not religious,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3G0WWMR1UWURDUZENLOFKOZSYYCQNA,The woman was as kind as a teacher,The woman was kind,The woman was cruel,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3G0WWMR1UWURDUZENLOFKOZSYYCQNA,The woman was as kind as a prisoner,The woman was kind,The woman was cruel,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3G0WWMR1UWURDUZENLOFKOZSYYCQNA,The poster was as colorful as a rainbow,The poster has a lot of color.,The poster was dull and colorless.,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,3G0WWMR1UWURDUZENLOFKOZSYYCQNA,The poster was as colorful as a sidewalk,The poster has a lot of color.,The poster was dull and colorless.,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,33FOTY3KENVK5MI6DGPM3CX8RMW1C6,The illusion has the convincibility of walking into a house and not seeing a ghost,The illusion is quite convincing,The illusion is not convincing at all,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,33FOTY3KENVK5MI6DGPM3CX8RMW1C6,The illusion has the convincibility of a flat earth conspiracy,The illusion is quite convincing,The illusion is not convincing at all,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,33FOTY3KENVK5MI6DGPM3CX8RMW1C6,The dog has the snores of a beluga whale after eating two dozen Thanksgiving dinners,The dog snores loudly,The dog hardly makes a sound,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,33FOTY3KENVK5MI6DGPM3CX8RMW1C6,The dog has the snores of a mouse hiding from a house cat,The dog snores loudly,The dog hardly makes a sound,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,33FOTY3KENVK5MI6DGPM3CX8RMW1C6,He has the attitude of the Grinch at Christmas,He has a bad attitude,He's got a good attitude,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,33FOTY3KENVK5MI6DGPM3CX8RMW1C6,He has the attitude of the Grinch at Halloween,He has a bad attitude,He's got a good attitude,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,35GMH2SV3FRKYC9LF9TS5WAJ56AEOK,She is as eager as a beaver,she is excited,she is bored,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,35GMH2SV3FRKYC9LF9TS5WAJ56AEOK,She is as eager as a sloth,she is excited,she is bored,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,35GMH2SV3FRKYC9LF9TS5WAJ56AEOK,The test is as easy as a Sunday  morning,the test is easy,the test is hard,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,35GMH2SV3FRKYC9LF9TS5WAJ56AEOK,The test is as easy as rocket science,the test is easy,the test is hard,1,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,35GMH2SV3FRKYC9LF9TS5WAJ56AEOK,She is happy as a clam,she is elated,she is mad,0,1
3DQYSJDTYLL451PJQYBM0P5OJK1XEW,35GMH2SV3FRKYC9LF9TS5WAJ56AEOK,She is happy as a bear that stepped on a thorn,she is elated,she is mad,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3IQ1VMJRYUUE1CO3XF8OCNP3PRXA9C,The podcast had the speed of A clogged drain,It was slow,It was fast,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3IQ1VMJRYUUE1CO3XF8OCNP3PRXA9C,The podcast had the speed of A bullet,It was slow,It was fast,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3IQ1VMJRYUUE1CO3XF8OCNP3PRXA9C,The spotlight has the ability to Stop a train,It is bright,It is dull and small,0,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3IQ1VMJRYUUE1CO3XF8OCNP3PRXA9C,The spotlight has the ability to Find a house,It is bright,It is dull and small,1,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3IQ1VMJRYUUE1CO3XF8OCNP3PRXA9C,The motor on the boat is a Babbling drunk,It is barely running,It is running strong,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3IQ1VMJRYUUE1CO3XF8OCNP3PRXA9C,The motor on the boat is a Roaring lion,It is barely running,It is running strong,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3SNVL38CI52MBN4SLQV48RT70OWKCK,kids are playing business,playing cricket,playing football,0,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3SNVL38CI52MBN4SLQV48RT70OWKCK,kids are playing running ashop,playing cricket,playing football,1,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3SNVL38CI52MBN4SLQV48RT70OWKCK,the school allows tree planet by goverment,school allows mobile phones,school allows gadget,0,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3SNVL38CI52MBN4SLQV48RT70OWKCK,the school allows auto mobile industry,school allows mobile phones,school allows gadget,1,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3SNVL38CI52MBN4SLQV48RT70OWKCK,"two friends are went for movie, the movie is a worth looking to the ground",worth of emotions,worth of smiles,0,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3SNVL38CI52MBN4SLQV48RT70OWKCK,"two friends are went for movie, the movie is a worth went to the ground",worth of emotions,worth of smiles,1,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3K2755HG5TDL0TISKBZICKJKDSPDF9,The employee is sharp as a razor,The employee is smart.,The employee is dumb.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3K2755HG5TDL0TISKBZICKJKDSPDF9,The employee is sharp as a bowling ball,The employee is smart.,The employee is dumb.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3K2755HG5TDL0TISKBZICKJKDSPDF9,The groom was feeling like a pig in mud,The groom was happy.,The groom was sad.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3K2755HG5TDL0TISKBZICKJKDSPDF9,The groom was feeling like a raindrop on a grave,The groom was happy.,The groom was sad.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3K2755HG5TDL0TISKBZICKJKDSPDF9,The tourist thought the bed at the hotel felt like velvet,The bed was soft.,The bed was hard.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3K2755HG5TDL0TISKBZICKJKDSPDF9,The tourist thought the bed at the hotel felt like marble,The bed was soft.,The bed was hard.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3DQQ64TANHVW0C7DF90DG2M9MELWP7,When the rubber hits the road. life gets real,things get intense,things get worse,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3DQQ64TANHVW0C7DF90DG2M9MELWP7,When the rubber hits the road. things go  down hill,things get intense,things get worse,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3DQQ64TANHVW0C7DF90DG2M9MELWP7,When the morning is tough put a smile on your face and move on,do not let one bad thing ruin your whole day,look at the world others are having a much rougher day.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3DQQ64TANHVW0C7DF90DG2M9MELWP7,When the morning is tough sip your hot coffee and watch the news,do not let one bad thing ruin your whole day,look at the world others are having a much rougher day.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3DQQ64TANHVW0C7DF90DG2M9MELWP7,To get rid of an annoying person loan them money and you will never see them again,People who owe you money never want to run into you again and feel bad about not paying it back.,A person will show you their true colors when they owe you money.,0,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3DQQ64TANHVW0C7DF90DG2M9MELWP7,To get rid of an annoying person loan them money and you will see what kind of person they really are,People who owe you money never want to run into you again and feel bad about not paying it back.,A person will show you their true colors when they owe you money.,1,0
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3UN61F00HXZNZ688W0HTVX9B30Q5RE,The pianist's performance was a game of whack-a-mole.,The pianist's performance was sloppy.,The pianist's performance was meticulous.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3UN61F00HXZNZ688W0HTVX9B30Q5RE,The pianist's performance was the weaving of an ornate Persian carpet.,The pianist's performance was sloppy.,The pianist's performance was meticulous.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3UN61F00HXZNZ688W0HTVX9B30Q5RE,The butler's posture was that of a weeping willow.,The butler had poor posture.,The butler had good posture,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3UN61F00HXZNZ688W0HTVX9B30Q5RE,The butler's posture was that of a tall cypress.,The butler had poor posture.,The butler had good posture,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3UN61F00HXZNZ688W0HTVX9B30Q5RE,The lawyer's opening argument was a Russian novel.,The lawyer's opening argument was long.,The lawyer's opening argument was tawdry.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3UN61F00HXZNZ688W0HTVX9B30Q5RE,The lawyer's opening argument was an airport paperback.,The lawyer's opening argument was long.,The lawyer's opening argument was tawdry.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3YZ8UPK3VUW0EJ94F4Z6EE252FQUCN,The girl's personality was as sweet as a grapefruit,The girl had a very surly personality.,The girl had a sweet personality.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3YZ8UPK3VUW0EJ94F4Z6EE252FQUCN,The girl's personality was as sweet as a donut,The girl had a very surly personality.,The girl had a sweet personality.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3YZ8UPK3VUW0EJ94F4Z6EE252FQUCN,The movie had as much meaning as a Hallmark card,The movie's meaning was frivolous.,The movie was laden with meaning.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3YZ8UPK3VUW0EJ94F4Z6EE252FQUCN,The movie had as much meaning as the Bible,The movie's meaning was frivolous.,The movie was laden with meaning.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3YZ8UPK3VUW0EJ94F4Z6EE252FQUCN,The house had the cleanliness of a museum,The house was very clean.,The house was a mess.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3YZ8UPK3VUW0EJ94F4Z6EE252FQUCN,The house had the cleanliness of a paintball arena,The house was very clean.,The house was a mess.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3MB8LZR5BG3FERYYY3O3BAJUUXKLKB,The jazz solo sounded as smooth as silk,The jazz solo sounded nice and smooth,The jazz solo sounded rough and bad,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3MB8LZR5BG3FERYYY3O3BAJUUXKLKB,The jazz solo sounded as smooth as sandpaper,The jazz solo sounded nice and smooth,The jazz solo sounded rough and bad,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3MB8LZR5BG3FERYYY3O3BAJUUXKLKB,The music was as loud as a firetruck,The music was loud,The music was quiet and soft,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3MB8LZR5BG3FERYYY3O3BAJUUXKLKB,The music was as loud as a bumblebee,The music was loud,The music was quiet and soft,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3MB8LZR5BG3FERYYY3O3BAJUUXKLKB,Her hangover made her feel like death,Her hangover made her feel terrible.,Her hangover didn't hurt her at all.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3MB8LZR5BG3FERYYY3O3BAJUUXKLKB,Her hangover made her feel like a sunrise,Her hangover made her feel terrible.,Her hangover didn't hurt her at all.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3WYP994K181SFBK8FEJSVZG82N06YR,The city was as big as a continent.,The city was very big.,The city was very small.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3WYP994K181SFBK8FEJSVZG82N06YR,The city was as big as a island.,The city was very big.,The city was very small.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3WYP994K181SFBK8FEJSVZG82N06YR,The room was as open as a farm.,The room was very open.,The room wasn't open at all.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3WYP994K181SFBK8FEJSVZG82N06YR,The room was as open as a city.,The room was very open.,The room wasn't open at all.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3WYP994K181SFBK8FEJSVZG82N06YR,The dog barked like a alarm.,The dog barked loudly.,The dog barked quietly.,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3WYP994K181SFBK8FEJSVZG82N06YR,The dog barked like a cricket.,The dog barked loudly.,The dog barked quietly.,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3QECW5O0KIB0FLL00PMOVCATRO0T5Y,The pills have the chalkiness of a sidewalk a dozen kids have drawn on,The pills are very chalky,The pills aren't at all chalky,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3QECW5O0KIB0FLL00PMOVCATRO0T5Y,The pills have the chalkiness of a warm cup of milk,The pills are very chalky,The pills aren't at all chalky,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3QECW5O0KIB0FLL00PMOVCATRO0T5Y,His joints have the crackle of a bowl of Rice Krispies,His joints are quite crackly,His joints do not crackle,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3QECW5O0KIB0FLL00PMOVCATRO0T5Y,His joints have the crackle of a pre-popped roll of bubble wrap,His joints are quite crackly,His joints do not crackle,1,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3QECW5O0KIB0FLL00PMOVCATRO0T5Y,The lightbulb is putting out the light of a massive forest fire on a dark night,The lightbulb is putting out a lot of light,The lightbulb is putting out no light,0,1
324N5FAHSXLFNCCYM5L7AZL8N6PVKB,3QECW5O0KIB0FLL00PMOVCATRO0T5Y,The lightbulb is putting out the light of a massive black hole in the darkness of space,The lightbulb is putting out a lot of light,The lightbulb is putting out no light,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3COPXFW7XCM55CDWQVHASRSEZ7FKP2,The grapes had the freshness of a secondhand toy.,The grapes weren't fresh.,The grapes were very fresh.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3COPXFW7XCM55CDWQVHASRSEZ7FKP2,The grapes had the freshness of an early summer morning.,The grapes weren't fresh.,The grapes were very fresh.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3COPXFW7XCM55CDWQVHASRSEZ7FKP2,The thrift store had the variety of a monochrome print.,The thrift store had a limited selection.,The thrift store had a varied selection.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3COPXFW7XCM55CDWQVHASRSEZ7FKP2,The thrift store had the variety of a dazzling tapestry.,The thrift store had a limited selection.,The thrift store had a varied selection.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3COPXFW7XCM55CDWQVHASRSEZ7FKP2,The doctor was a Norse villain.,The doctor was mean.,The doctor was kind and charming.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3COPXFW7XCM55CDWQVHASRSEZ7FKP2,The doctor was a fairytale prince.,The doctor was mean.,The doctor was kind and charming.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3J4Q2Z4UTZDH0O8SFMF2G7CJRA8WQZ,A story with good mral,the story has principles,the story is cheerful,0,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3J4Q2Z4UTZDH0O8SFMF2G7CJRA8WQZ,A story with full of joy,the story has principles,the story is cheerful,1,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3J4Q2Z4UTZDH0O8SFMF2G7CJRA8WQZ,Alex has a heart of gold,kind hearted,melodious,0,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3J4Q2Z4UTZDH0O8SFMF2G7CJRA8WQZ,Alex has a sweet voice,kind hearted,melodious,1,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3J4Q2Z4UTZDH0O8SFMF2G7CJRA8WQZ,You are my sunshine,daylight,warmth,0,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3J4Q2Z4UTZDH0O8SFMF2G7CJRA8WQZ,You are my love,daylight,warmth,1,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3ZPBJO59KQB5EP9YF1NIF5VXT7GDHL,Her eyes are like the ocean,Her eyes are blue like the ocean,Her eyes are blue like the sky,0,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3ZPBJO59KQB5EP9YF1NIF5VXT7GDHL,Her eyes are like the sky,Her eyes are blue like the ocean,Her eyes are blue like the sky,1,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3ZPBJO59KQB5EP9YF1NIF5VXT7GDHL,He is a clown,He is silly looking,He is funny,0,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3ZPBJO59KQB5EP9YF1NIF5VXT7GDHL,He is like the joker,He is silly looking,He is funny,1,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3ZPBJO59KQB5EP9YF1NIF5VXT7GDHL,She is as dumb as a box of rocks,she has no brains,she cant think,0,0
34R0BODSP19V3I59KSSR86E4QLS5EV,3ZPBJO59KQB5EP9YF1NIF5VXT7GDHL,She is as dumb as a popscle,she has no brains,she cant think,1,0
34R0BODSP19V3I59KSSR86E4QLS5EV,337RC3OW06CTU2SAX72ADJUBAWZVLH,The toy had the enjoyment of an execution,The toy was not fun,The toy was fun,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,337RC3OW06CTU2SAX72ADJUBAWZVLH,The toy had the enjoyment of roller coaster,The toy was not fun,The toy was fun,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,337RC3OW06CTU2SAX72ADJUBAWZVLH,The sound of the glass shattering was like Hiroshima,The sound was loud,The sound was quiet,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,337RC3OW06CTU2SAX72ADJUBAWZVLH,The sound of the glass shattering was like a lullaby,The sound was loud,The sound was quiet,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,337RC3OW06CTU2SAX72ADJUBAWZVLH,She was a bear at dinner,She ate a lot,She ate very little,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,337RC3OW06CTU2SAX72ADJUBAWZVLH,She was a mouse at dinner,She ate a lot,She ate very little,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,34S9DKFK74Z0MWQ0EV59XA2UX87NYQ,The armor was tough as iron,The armor was tough,The armor was breakable and weak,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,34S9DKFK74Z0MWQ0EV59XA2UX87NYQ,The armor was tough as glass,The armor was tough,The armor was breakable and weak,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,34S9DKFK74Z0MWQ0EV59XA2UX87NYQ,The jumper leaped as high as a grasshopper,The jumper jumped high.,The jumper didn't jump high.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,34S9DKFK74Z0MWQ0EV59XA2UX87NYQ,The jumper leaped as high as a turtle,The jumper jumped high.,The jumper didn't jump high.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,34S9DKFK74Z0MWQ0EV59XA2UX87NYQ,The toy was cared for like a baby,The toy was taken good care of,The toy was not cared for well at all.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,34S9DKFK74Z0MWQ0EV59XA2UX87NYQ,The toy was cared for like trash,The toy was taken good care of,The toy was not cared for well at all.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OVR4I9USQT5RMP85G9JLFTS7H44QG,The lawyer's negotiation tactics were like steel,The lawyer's negotiation tactics were tough.,The lawyer's negotiation tactics were lenient.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OVR4I9USQT5RMP85G9JLFTS7H44QG,The lawyer's negotiation tactics were like a fuzzy bathrobe,The lawyer's negotiation tactics were tough.,The lawyer's negotiation tactics were lenient.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OVR4I9USQT5RMP85G9JLFTS7H44QG,The movie's message was as heartwarming as a cup of mint tea,The movie message was very heartwarming.,The movie's message wasn't heartwarming at all.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OVR4I9USQT5RMP85G9JLFTS7H44QG,The movie's message was as heartwarming as a Popsicle,The movie message was very heartwarming.,The movie's message wasn't heartwarming at all.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OVR4I9USQT5RMP85G9JLFTS7H44QG,The book was as classic as pancakes for breakfast,The book was very classic.,The book wasn't a classic.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OVR4I9USQT5RMP85G9JLFTS7H44QG,The book was as classic as a bride wearing purple,The book was very classic.,The book wasn't a classic.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3RRCEFRB7NMINGNJMYCTQQYTLKSB46,The plastic plate shattered and looked like A spiderweb,It shattered into a lot of pieces.,It only shattered into 2 pieces.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3RRCEFRB7NMINGNJMYCTQQYTLKSB46,The plastic plate shattered and looked like A half moon,It shattered into a lot of pieces.,It only shattered into 2 pieces.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3RRCEFRB7NMINGNJMYCTQQYTLKSB46,The apartment was as high up as The empire State building observation deck.,The apartment was on the high floor.,The apartment was only a few floors up,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3RRCEFRB7NMINGNJMYCTQQYTLKSB46,The apartment was as high up as A treehouse in the backyard,The apartment was on the high floor.,The apartment was only a few floors up,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3RRCEFRB7NMINGNJMYCTQQYTLKSB46,The toy was as new as A quarter from this year.,The toy was recent,The toy was dated.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3RRCEFRB7NMINGNJMYCTQQYTLKSB46,The toy was as new as A quarter from the year you were born.,The toy was recent,The toy was dated.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OHYZ19UGDFH8ZS9Z4R69DKSKQVOAG,The movie was as scary as a monster,The movie was scary,The movie was not scary.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OHYZ19UGDFH8ZS9Z4R69DKSKQVOAG,The movie was as scary as a lamb,The movie was scary,The movie was not scary.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OHYZ19UGDFH8ZS9Z4R69DKSKQVOAG,The man had the features of a Greek god,The man was very attractive,The man was goofy and ugly,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OHYZ19UGDFH8ZS9Z4R69DKSKQVOAG,The man had the features of a clown,The man was very attractive,The man was goofy and ugly,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OHYZ19UGDFH8ZS9Z4R69DKSKQVOAG,The woman was as tall as a tree,The woman was tall,The woman was short,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,3OHYZ19UGDFH8ZS9Z4R69DKSKQVOAG,The woman was as tall as a footstool,The woman was tall,The woman was short,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,33C7UALJVM8ITJSTW49H1Q1P1YG81I,The pug was wheezing in dog form.,The dog is tired and has trouble breathing.,The dog has a ton of energy.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,33C7UALJVM8ITJSTW49H1Q1P1YG81I,The pug was lightning in dog form.,The dog is tired and has trouble breathing.,The dog has a ton of energy.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,33C7UALJVM8ITJSTW49H1Q1P1YG81I,That movie has the humor of a nun.,The movie is not funny.,The movie is very funny.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,33C7UALJVM8ITJSTW49H1Q1P1YG81I,That movie has the humor of a clown bus.,The movie is not funny.,The movie is very funny.,1,1
34R0BODSP19V3I59KSSR86E4QLS5EV,33C7UALJVM8ITJSTW49H1Q1P1YG81I,Tom had the joy of a robot.,Tom is not very joyful.,Tom is very joyful.,0,1
34R0BODSP19V3I59KSSR86E4QLS5EV,33C7UALJVM8ITJSTW49H1Q1P1YG81I,Tom had the joy of a dog.,Tom is not very joyful.,Tom is very joyful.,1,1
3IJ95K7NDXMXDL76UNE12QZ2UM6NGJ,3NVC2EB65R9TISXQWCLUOW4OSQV3Y3,The movie has a depth of A crater.,The movie has a deep meaning.,The movie is superficial.,0,1
